suponer (presente)	yo supongo<br>tú supones<br>él, ella, Ud. supone<br>nosotros suponemos<br>vosotros suponéis<br>ellos, ellas, Uds. suponen<br>vos suponés	presente
suponer (imperfecto)	yo suponía<br>tú suponías<br>él, ella, Ud. suponía<br>nosotros suponíamos<br>vosotros suponíais<br>ellos, ellas, Uds. suponían<br>vos suponías	imperfecto
suponer (pretérito)	yo supuse<br>tú supusiste<br>él, ella, Ud. supuso<br>nosotros supusimos<br>vosotros supusisteis<br>ellos, ellas, Uds. supusieron<br>vos supusiste	pretérito
suponer (futuro)	yo supondré<br>tú supondrás<br>él, ella, Ud. supondrá<br>nosotros supondremos<br>vosotros supondréis<br>ellos, ellas, Uds. supondrán<br>vos supondrás	futuro
suponer (condicional)	yo supondría<br>tú supondrías<br>él, ella, Ud. supondría<br>nosotros supondríamos<br>vosotros supondríais<br>ellos, ellas, Uds. supondrían<br>vos supondrías	condicional
suponer (pretérito anterior)	yo hube supuesto<br>tú hubiste supuesto<br>él, ella, Ud. hubo supuesto<br>nosotros hubimos supuesto<br>vosotros hubisteis supuesto<br>ellos, ellas, Uds. hubieron supuesto<br>vos hubiste supuesto	pretérito anterior
suponer (pretérito perfecto)	yo he supuesto<br>tú has supuesto<br>él, ella, Ud. ha supuesto<br>nosotros hemos supuesto<br>vosotros habéis supuesto<br>ellos, ellas, Uds. han supuesto<br>vos has supuesto	pretérito perfecto
suponer (pluscuamperfecto)	yo había supuesto<br>tú habías supuesto<br>él, ella, Ud. había supuesto<br>nosotros habíamos supuesto<br>vosotros habíais supuesto<br>ellos, ellas, Uds. habían supuesto<br>vos habías supuesto	pluscuamperfecto
suponer (futuro perfecto)	yo habré supuesto<br>tú habrás supuesto<br>él, ella, Ud. habrá supuesto<br>nosotros habremos supuesto<br>vosotros habréis supuesto<br>ellos, ellas, Uds. habrán supuesto<br>vos habrás supuesto	futuro perfecto
suponer (condicional perfecto)	yo habría supuesto<br>tú habrías supuesto<br>él, ella, Ud. habría supuesto<br>nosotros habríamos supuesto<br>vosotros habríais supuesto<br>ellos, ellas, Uds. habrían supuesto<br>vos habrías supuesto	condicional perfecto
suponer (subjuntivo presente)	yo suponga<br>tú supongas<br>él, ella, Ud. suponga<br>nosotros supongamos<br>vosotros supongáis<br>ellos, ellas, Uds. supongan<br>vos supongas	subjuntivo presente
suponer (subjuntivo imperfecto)	yo supusiera o supusiese<br>tú supusieras o supusieses<br>él, ella, Ud. supusiera o supusiese<br>nosotros supusiéramos o supusiésemos<br>vosotros supusierais o supusieseis<br>ellos, ellas, Uds. supusieran o supusiesen<br>vos supusieras o supusieses	subjuntivo imperfecto
suponer (subjuntivo futuro)	yo supusiere<br>tú supusieres<br>él, ella, Ud. supusiere<br>nosotros supusiéremos<br>vosotros supusiereis<br>ellos, ellas, Uds. supusieren<br>vos supusieres	subjuntivo futuro
suponer (subjuntivo pretérito perfecto)	yo haya supuesto<br>tú hayas supuesto<br>él, ella, Ud. haya supuesto<br>nosotros hayamos supuesto<br>vosotros hayáis supuesto<br>ellos, ellas, Uds. hayan supuesto<br>vos hayas supuesto	subjuntivo pretérito perfecto
suponer (subjuntivo pluscuamperfecto)	yo hubiera o hubiese supuesto<br>tú hubieras o hubieses supuesto<br>él, ella, Ud. hubiera o hubiese supuesto<br>nosotros hubiéramos o hubiésemos supuesto<br>vosotros hubierais o hubieseis supuesto<br>ellos, ellas, Uds. hubieran o hubiesen supuesto<br>vos hubieras o hubieses supuesto	subjuntivo pluscuamperfecto
suponer (subjuntivo futuro perfecto)	yo hubiere supuesto<br>tú hubieres supuesto<br>él, ella, Ud. hubiere supuesto<br>nosotros hubiéremos supuesto<br>vosotros hubiereis supuesto<br>ellos, ellas, Uds. hubieren supuesto<br>vos hubieres supuesto	subjuntivo futuro perfecto
suponer (imperativo afirmativo)	yo –<br>tú ¡supón!<br>él, ella, Ud. ¡suponga!<br>nosotros ¡supongamos!<br>vosotros ¡suponed!<br>ellos, ellas, Uds. ¡supongan!<br>vos ¡suponé!	imperativo afirmativo
suponer (imperativo negativo)	yo –<br>tú ¡no supongas!<br>él, ella, Ud. ¡no suponga!<br>nosotros ¡no supongamos!<br>vosotros ¡no supongáis!<br>ellos, ellas, Uds. ¡no supongan!<br>vos ¡no supongas!	imperativo negativo
comprender (presente)	yo comprendo<br>tú comprendes<br>él, ella, Ud. comprende<br>nosotros comprendemos<br>vosotros comprendéis<br>ellos, ellas, Uds. comprenden<br>vos comprendés	presente
comprender (imperfecto)	yo comprendía<br>tú comprendías<br>él, ella, Ud. comprendía<br>nosotros comprendíamos<br>vosotros comprendíais<br>ellos, ellas, Uds. comprendían<br>vos comprendías	imperfecto
comprender (pretérito)	yo comprendí<br>tú comprendiste<br>él, ella, Ud. comprendió<br>nosotros comprendimos<br>vosotros comprendisteis<br>ellos, ellas, Uds. comprendieron<br>vos comprendiste	pretérito
comprender (futuro)	yo comprenderé<br>tú comprenderás<br>él, ella, Ud. comprenderá<br>nosotros comprenderemos<br>vosotros comprenderéis<br>ellos, ellas, Uds. comprenderán<br>vos comprenderás	futuro
comprender (condicional)	yo comprendería<br>tú comprenderías<br>él, ella, Ud. comprendería<br>nosotros comprenderíamos<br>vosotros comprenderíais<br>ellos, ellas, Uds. comprenderían<br>vos comprenderías	condicional
comprender (pretérito anterior)	yo hube comprendido<br>tú hubiste comprendido<br>él, ella, Ud. hubo comprendido<br>nosotros hubimos comprendido<br>vosotros hubisteis comprendido<br>ellos, ellas, Uds. hubieron comprendido<br>vos hubiste comprendido	pretérito anterior
comprender (pretérito perfecto)	yo he comprendido<br>tú has comprendido<br>él, ella, Ud. ha comprendido<br>nosotros hemos comprendido<br>vosotros habéis comprendido<br>ellos, ellas, Uds. han comprendido<br>vos has comprendido	pretérito perfecto
comprender (pluscuamperfecto)	yo había comprendido<br>tú habías comprendido<br>él, ella, Ud. había comprendido<br>nosotros habíamos comprendido<br>vosotros habíais comprendido<br>ellos, ellas, Uds. habían comprendido<br>vos habías comprendido	pluscuamperfecto
comprender (futuro perfecto)	yo habré comprendido<br>tú habrás comprendido<br>él, ella, Ud. habrá comprendido<br>nosotros habremos comprendido<br>vosotros habréis comprendido<br>ellos, ellas, Uds. habrán comprendido<br>vos habrás comprendido	futuro perfecto
comprender (condicional perfecto)	yo habría comprendido<br>tú habrías comprendido<br>él, ella, Ud. habría comprendido<br>nosotros habríamos comprendido<br>vosotros habríais comprendido<br>ellos, ellas, Uds. habrían comprendido<br>vos habrías comprendido	condicional perfecto
comprender (subjuntivo presente)	yo comprenda<br>tú comprendas<br>él, ella, Ud. comprenda<br>nosotros comprendamos<br>vosotros comprendáis<br>ellos, ellas, Uds. comprendan<br>vos comprendas	subjuntivo presente
comprender (subjuntivo imperfecto)	yo comprendiera o comprendiese<br>tú comprendieras o comprendieses<br>él, ella, Ud. comprendiera o comprendiese<br>nosotros comprendiéramos o comprendiésemos<br>vosotros comprendierais o comprendieseis<br>ellos, ellas, Uds. comprendieran o comprendiesen<br>vos comprendieras o comprendieses	subjuntivo imperfecto
comprender (subjuntivo futuro)	yo comprendiere<br>tú comprendieres<br>él, ella, Ud. comprendiere<br>nosotros comprendiéremos<br>vosotros comprendiereis<br>ellos, ellas, Uds. comprendieren<br>vos comprendieres	subjuntivo futuro
comprender (subjuntivo pretérito perfecto)	yo haya comprendido<br>tú hayas comprendido<br>él, ella, Ud. haya comprendido<br>nosotros hayamos comprendido<br>vosotros hayáis comprendido<br>ellos, ellas, Uds. hayan comprendido<br>vos hayas comprendido	subjuntivo pretérito perfecto
comprender (subjuntivo pluscuamperfecto)	yo hubiera o hubiese comprendido<br>tú hubieras o hubieses comprendido<br>él, ella, Ud. hubiera o hubiese comprendido<br>nosotros hubiéramos o hubiésemos comprendido<br>vosotros hubierais o hubieseis comprendido<br>ellos, ellas, Uds. hubieran o hubiesen comprendido<br>vos hubieras o hubieses comprendido	subjuntivo pluscuamperfecto
comprender (subjuntivo futuro perfecto)	yo hubiere comprendido<br>tú hubieres comprendido<br>él, ella, Ud. hubiere comprendido<br>nosotros hubiéremos comprendido<br>vosotros hubiereis comprendido<br>ellos, ellas, Uds. hubieren comprendido<br>vos hubieres comprendido	subjuntivo futuro perfecto
comprender (imperativo afirmativo)	yo –<br>tú ¡comprende!<br>él, ella, Ud. ¡comprenda!<br>nosotros ¡comprendamos!<br>vosotros ¡comprended!<br>ellos, ellas, Uds. ¡comprendan!<br>vos ¡comprendé!	imperativo afirmativo
comprender (imperativo negativo)	yo –<br>tú ¡no comprendas!<br>él, ella, Ud. ¡no comprenda!<br>nosotros ¡no comprendamos!<br>vosotros ¡no comprendáis!<br>ellos, ellas, Uds. ¡no comprendan!<br>vos ¡no comprendas!	imperativo negativo
lograr (presente)	yo logro<br>tú logras<br>él, ella, Ud. logra<br>nosotros logramos<br>vosotros lográis<br>ellos, ellas, Uds. logran<br>vos lográs	presente
lograr (imperfecto)	yo lograba<br>tú lograbas<br>él, ella, Ud. lograba<br>nosotros lográbamos<br>vosotros lograbais<br>ellos, ellas, Uds. lograban<br>vos lograbas	imperfecto
lograr (pretérito)	yo logré<br>tú lograste<br>él, ella, Ud. logró<br>nosotros logramos<br>vosotros lograsteis<br>ellos, ellas, Uds. lograron<br>vos lograste	pretérito
lograr (futuro)	yo lograré<br>tú lograrás<br>él, ella, Ud. logrará<br>nosotros lograremos<br>vosotros lograréis<br>ellos, ellas, Uds. lograrán<br>vos lograrás	futuro
lograr (condicional)	yo lograría<br>tú lograrías<br>él, ella, Ud. lograría<br>nosotros lograríamos<br>vosotros lograríais<br>ellos, ellas, Uds. lograrían<br>vos lograrías	condicional
lograr (pretérito anterior)	yo hube logrado<br>tú hubiste logrado<br>él, ella, Ud. hubo logrado<br>nosotros hubimos logrado<br>vosotros hubisteis logrado<br>ellos, ellas, Uds. hubieron logrado<br>vos hubiste logrado	pretérito anterior
lograr (pretérito perfecto)	yo he logrado<br>tú has logrado<br>él, ella, Ud. ha logrado<br>nosotros hemos logrado<br>vosotros habéis logrado<br>ellos, ellas, Uds. han logrado<br>vos has logrado	pretérito perfecto
lograr (pluscuamperfecto)	yo había logrado<br>tú habías logrado<br>él, ella, Ud. había logrado<br>nosotros habíamos logrado<br>vosotros habíais logrado<br>ellos, ellas, Uds. habían logrado<br>vos habías logrado	pluscuamperfecto
lograr (futuro perfecto)	yo habré logrado<br>tú habrás logrado<br>él, ella, Ud. habrá logrado<br>nosotros habremos logrado<br>vosotros habréis logrado<br>ellos, ellas, Uds. habrán logrado<br>vos habrás logrado	futuro perfecto
lograr (condicional perfecto)	yo habría logrado<br>tú habrías logrado<br>él, ella, Ud. habría logrado<br>nosotros habríamos logrado<br>vosotros habríais logrado<br>ellos, ellas, Uds. habrían logrado<br>vos habrías logrado	condicional perfecto
lograr (subjuntivo presente)	yo logre<br>tú logres<br>él, ella, Ud. logre<br>nosotros logremos<br>vosotros logréis<br>ellos, ellas, Uds. logren<br>vos logres, *logrés	subjuntivo presente
lograr (subjuntivo imperfecto)	yo lograra o lograse<br>tú lograras o lograses<br>él, ella, Ud. lograra o lograse<br>nosotros lográramos o lográsemos<br>vosotros lograrais o lograseis<br>ellos, ellas, Uds. lograran o lograsen<br>vos lograras o lograses	subjuntivo imperfecto
lograr (subjuntivo futuro)	yo lograre<br>tú lograres<br>él, ella, Ud. lograre<br>nosotros lográremos<br>vosotros lograreis<br>ellos, ellas, Uds. lograren<br>vos lograres	subjuntivo futuro
lograr (subjuntivo pretérito perfecto)	yo haya logrado<br>tú hayas logrado<br>él, ella, Ud. haya logrado<br>nosotros hayamos logrado<br>vosotros hayáis logrado<br>ellos, ellas, Uds. hayan logrado<br>vos hayas logrado	subjuntivo pretérito perfecto
lograr (subjuntivo pluscuamperfecto)	yo hubiera o hubiese logrado<br>tú hubieras o hubieses logrado<br>él, ella, Ud. hubiera o hubiese logrado<br>nosotros hubiéramos o hubiésemos logrado<br>vosotros hubierais o hubieseis logrado<br>ellos, ellas, Uds. hubieran o hubiesen logrado<br>vos hubieras o hubieses logrado	subjuntivo pluscuamperfecto
lograr (subjuntivo futuro perfecto)	yo hubiere logrado<br>tú hubieres logrado<br>él, ella, Ud. hubiere logrado<br>nosotros hubiéremos logrado<br>vosotros hubiereis logrado<br>ellos, ellas, Uds. hubieren logrado<br>vos hubieres logrado	subjuntivo futuro perfecto
lograr (imperativo afirmativo)	yo –<br>tú ¡logra!<br>él, ella, Ud. ¡logre!<br>nosotros ¡logremos!<br>vosotros ¡lograd!<br>ellos, ellas, Uds. ¡logren!<br>vos ¡lográ!	imperativo afirmativo
lograr (imperativo negativo)	yo –<br>tú ¡no logres!<br>él, ella, Ud. ¡no logre!<br>nosotros ¡no logremos!<br>vosotros ¡no logréis!<br>ellos, ellas, Uds. ¡no logren!<br>vos ¡no logres, *logrés!	imperativo negativo
explicar (presente)	yo explico<br>tú explicas<br>él, ella, Ud. explica<br>nosotros explicamos<br>vosotros explicáis<br>ellos, ellas, Uds. explican<br>vos explicás	presente
explicar (imperfecto)	yo explicaba<br>tú explicabas<br>él, ella, Ud. explicaba<br>nosotros explicábamos<br>vosotros explicabais<br>ellos, ellas, Uds. explicaban<br>vos explicabas	imperfecto
explicar (pretérito)	yo expliqué<br>tú explicaste<br>él, ella, Ud. explicó<br>nosotros explicamos<br>vosotros explicasteis<br>ellos, ellas, Uds. explicaron<br>vos explicaste	pretérito
explicar (futuro)	yo explicaré<br>tú explicarás<br>él, ella, Ud. explicará<br>nosotros explicaremos<br>vosotros explicaréis<br>ellos, ellas, Uds. explicarán<br>vos explicarás	futuro
explicar (condicional)	yo explicaría<br>tú explicarías<br>él, ella, Ud. explicaría<br>nosotros explicaríamos<br>vosotros explicaríais<br>ellos, ellas, Uds. explicarían<br>vos explicarías	condicional
explicar (pretérito anterior)	yo hube explicado<br>tú hubiste explicado<br>él, ella, Ud. hubo explicado<br>nosotros hubimos explicado<br>vosotros hubisteis explicado<br>ellos, ellas, Uds. hubieron explicado<br>vos hubiste explicado	pretérito anterior
explicar (pretérito perfecto)	yo he explicado<br>tú has explicado<br>él, ella, Ud. ha explicado<br>nosotros hemos explicado<br>vosotros habéis explicado<br>ellos, ellas, Uds. han explicado<br>vos has explicado	pretérito perfecto
explicar (pluscuamperfecto)	yo había explicado<br>tú habías explicado<br>él, ella, Ud. había explicado<br>nosotros habíamos explicado<br>vosotros habíais explicado<br>ellos, ellas, Uds. habían explicado<br>vos habías explicado	pluscuamperfecto
explicar (futuro perfecto)	yo habré explicado<br>tú habrás explicado<br>él, ella, Ud. habrá explicado<br>nosotros habremos explicado<br>vosotros habréis explicado<br>ellos, ellas, Uds. habrán explicado<br>vos habrás explicado	futuro perfecto
explicar (condicional perfecto)	yo habría explicado<br>tú habrías explicado<br>él, ella, Ud. habría explicado<br>nosotros habríamos explicado<br>vosotros habríais explicado<br>ellos, ellas, Uds. habrían explicado<br>vos habrías explicado	condicional perfecto
explicar (subjuntivo presente)	yo explique<br>tú expliques<br>él, ella, Ud. explique<br>nosotros expliquemos<br>vosotros expliquéis<br>ellos, ellas, Uds. expliquen<br>vos expliques, *expliqués	subjuntivo presente
explicar (subjuntivo imperfecto)	yo explicara o explicase<br>tú explicaras o explicases<br>él, ella, Ud. explicara o explicase<br>nosotros explicáramos o explicásemos<br>vosotros explicarais o explicaseis<br>ellos, ellas, Uds. explicaran o explicasen<br>vos explicaras o explicases	subjuntivo imperfecto
explicar (subjuntivo futuro)	yo explicare<br>tú explicares<br>él, ella, Ud. explicare<br>nosotros explicáremos<br>vosotros explicareis<br>ellos, ellas, Uds. explicaren<br>vos explicares	subjuntivo futuro
explicar (subjuntivo pretérito perfecto)	yo haya explicado<br>tú hayas explicado<br>él, ella, Ud. haya explicado<br>nosotros hayamos explicado<br>vosotros hayáis explicado<br>ellos, ellas, Uds. hayan explicado<br>vos hayas explicado	subjuntivo pretérito perfecto
explicar (subjuntivo pluscuamperfecto)	yo hubiera o hubiese explicado<br>tú hubieras o hubieses explicado<br>él, ella, Ud. hubiera o hubiese explicado<br>nosotros hubiéramos o hubiésemos explicado<br>vosotros hubierais o hubieseis explicado<br>ellos, ellas, Uds. hubieran o hubiesen explicado<br>vos hubieras o hubieses explicado	subjuntivo pluscuamperfecto
explicar (subjuntivo futuro perfecto)	yo hubiere explicado<br>tú hubieres explicado<br>él, ella, Ud. hubiere explicado<br>nosotros hubiéremos explicado<br>vosotros hubiereis explicado<br>ellos, ellas, Uds. hubieren explicado<br>vos hubieres explicado	subjuntivo futuro perfecto
explicar (imperativo afirmativo)	yo –<br>tú ¡explica!<br>él, ella, Ud. ¡explique!<br>nosotros ¡expliquemos!<br>vosotros ¡explicad!<br>ellos, ellas, Uds. ¡expliquen!<br>vos ¡explicá!	imperativo afirmativo
explicar (imperativo negativo)	yo –<br>tú ¡no expliques!<br>él, ella, Ud. ¡no explique!<br>nosotros ¡no expliquemos!<br>vosotros ¡no expliquéis!<br>ellos, ellas, Uds. ¡no expliquen!<br>vos ¡no expliques, *expliqués!	imperativo negativo
preguntar (presente)	yo pregunto<br>tú preguntas<br>él, ella, Ud. pregunta<br>nosotros preguntamos<br>vosotros preguntáis<br>ellos, ellas, Uds. preguntan<br>vos preguntás	presente
preguntar (imperfecto)	yo preguntaba<br>tú preguntabas<br>él, ella, Ud. preguntaba<br>nosotros preguntábamos<br>vosotros preguntabais<br>ellos, ellas, Uds. preguntaban<br>vos preguntabas	imperfecto
preguntar (pretérito)	yo pregunté<br>tú preguntaste<br>él, ella, Ud. preguntó<br>nosotros preguntamos<br>vosotros preguntasteis<br>ellos, ellas, Uds. preguntaron<br>vos preguntaste	pretérito
preguntar (futuro)	yo preguntaré<br>tú preguntarás<br>él, ella, Ud. preguntará<br>nosotros preguntaremos<br>vosotros preguntaréis<br>ellos, ellas, Uds. preguntarán<br>vos preguntarás	futuro
preguntar (condicional)	yo preguntaría<br>tú preguntarías<br>él, ella, Ud. preguntaría<br>nosotros preguntaríamos<br>vosotros preguntaríais<br>ellos, ellas, Uds. preguntarían<br>vos preguntarías	condicional
preguntar (pretérito anterior)	yo hube preguntado<br>tú hubiste preguntado<br>él, ella, Ud. hubo preguntado<br>nosotros hubimos preguntado<br>vosotros hubisteis preguntado<br>ellos, ellas, Uds. hubieron preguntado<br>vos hubiste preguntado	pretérito anterior
preguntar (pretérito perfecto)	yo he preguntado<br>tú has preguntado<br>él, ella, Ud. ha preguntado<br>nosotros hemos preguntado<br>vosotros habéis preguntado<br>ellos, ellas, Uds. han preguntado<br>vos has preguntado	pretérito perfecto
preguntar (pluscuamperfecto)	yo había preguntado<br>tú habías preguntado<br>él, ella, Ud. había preguntado<br>nosotros habíamos preguntado<br>vosotros habíais preguntado<br>ellos, ellas, Uds. habían preguntado<br>vos habías preguntado	pluscuamperfecto
preguntar (futuro perfecto)	yo habré preguntado<br>tú habrás preguntado<br>él, ella, Ud. habrá preguntado<br>nosotros habremos preguntado<br>vosotros habréis preguntado<br>ellos, ellas, Uds. habrán preguntado<br>vos habrás preguntado	futuro perfecto
preguntar (condicional perfecto)	yo habría preguntado<br>tú habrías preguntado<br>él, ella, Ud. habría preguntado<br>nosotros habríamos preguntado<br>vosotros habríais preguntado<br>ellos, ellas, Uds. habrían preguntado<br>vos habrías preguntado	condicional perfecto
preguntar (subjuntivo presente)	yo pregunte<br>tú preguntes<br>él, ella, Ud. pregunte<br>nosotros preguntemos<br>vosotros preguntéis<br>ellos, ellas, Uds. pregunten<br>vos preguntes, *preguntés	subjuntivo presente
preguntar (subjuntivo imperfecto)	yo preguntara o preguntase<br>tú preguntaras o preguntases<br>él, ella, Ud. preguntara o preguntase<br>nosotros preguntáramos o preguntásemos<br>vosotros preguntarais o preguntaseis<br>ellos, ellas, Uds. preguntaran o preguntasen<br>vos preguntaras o preguntases	subjuntivo imperfecto
preguntar (subjuntivo futuro)	yo preguntare<br>tú preguntares<br>él, ella, Ud. preguntare<br>nosotros preguntáremos<br>vosotros preguntareis<br>ellos, ellas, Uds. preguntaren<br>vos preguntares	subjuntivo futuro
preguntar (subjuntivo pretérito perfecto)	yo haya preguntado<br>tú hayas preguntado<br>él, ella, Ud. haya preguntado<br>nosotros hayamos preguntado<br>vosotros hayáis preguntado<br>ellos, ellas, Uds. hayan preguntado<br>vos hayas preguntado	subjuntivo pretérito perfecto
preguntar (subjuntivo pluscuamperfecto)	yo hubiera o hubiese preguntado<br>tú hubieras o hubieses preguntado<br>él, ella, Ud. hubiera o hubiese preguntado<br>nosotros hubiéramos o hubiésemos preguntado<br>vosotros hubierais o hubieseis preguntado<br>ellos, ellas, Uds. hubieran o hubiesen preguntado<br>vos hubieras o hubieses preguntado	subjuntivo pluscuamperfecto
preguntar (subjuntivo futuro perfecto)	yo hubiere preguntado<br>tú hubieres preguntado<br>él, ella, Ud. hubiere preguntado<br>nosotros hubiéremos preguntado<br>vosotros hubiereis preguntado<br>ellos, ellas, Uds. hubieren preguntado<br>vos hubieres preguntado	subjuntivo futuro perfecto
preguntar (imperativo afirmativo)	yo –<br>tú ¡pregunta!<br>él, ella, Ud. ¡pregunte!<br>nosotros ¡preguntemos!<br>vosotros ¡preguntad!<br>ellos, ellas, Uds. ¡pregunten!<br>vos ¡preguntá!	imperativo afirmativo
preguntar (imperativo negativo)	yo –<br>tú ¡no preguntes!<br>él, ella, Ud. ¡no pregunte!<br>nosotros ¡no preguntemos!<br>vosotros ¡no preguntéis!<br>ellos, ellas, Uds. ¡no pregunten!<br>vos ¡no preguntes, *preguntés!	imperativo negativo
tocar (presente)	yo toco<br>tú tocas<br>él, ella, Ud. toca<br>nosotros tocamos<br>vosotros tocáis<br>ellos, ellas, Uds. tocan<br>vos tocás	presente
tocar (imperfecto)	yo tocaba<br>tú tocabas<br>él, ella, Ud. tocaba<br>nosotros tocábamos<br>vosotros tocabais<br>ellos, ellas, Uds. tocaban<br>vos tocabas	imperfecto
tocar (pretérito)	yo toqué<br>tú tocaste<br>él, ella, Ud. tocó<br>nosotros tocamos<br>vosotros tocasteis<br>ellos, ellas, Uds. tocaron<br>vos tocaste	pretérito
tocar (futuro)	yo tocaré<br>tú tocarás<br>él, ella, Ud. tocará<br>nosotros tocaremos<br>vosotros tocaréis<br>ellos, ellas, Uds. tocarán<br>vos tocarás	futuro
tocar (condicional)	yo tocaría<br>tú tocarías<br>él, ella, Ud. tocaría<br>nosotros tocaríamos<br>vosotros tocaríais<br>ellos, ellas, Uds. tocarían<br>vos tocarías	condicional
tocar (pretérito anterior)	yo hube tocado<br>tú hubiste tocado<br>él, ella, Ud. hubo tocado<br>nosotros hubimos tocado<br>vosotros hubisteis tocado<br>ellos, ellas, Uds. hubieron tocado<br>vos hubiste tocado	pretérito anterior
tocar (pretérito perfecto)	yo he tocado<br>tú has tocado<br>él, ella, Ud. ha tocado<br>nosotros hemos tocado<br>vosotros habéis tocado<br>ellos, ellas, Uds. han tocado<br>vos has tocado	pretérito perfecto
tocar (pluscuamperfecto)	yo había tocado<br>tú habías tocado<br>él, ella, Ud. había tocado<br>nosotros habíamos tocado<br>vosotros habíais tocado<br>ellos, ellas, Uds. habían tocado<br>vos habías tocado	pluscuamperfecto
tocar (futuro perfecto)	yo habré tocado<br>tú habrás tocado<br>él, ella, Ud. habrá tocado<br>nosotros habremos tocado<br>vosotros habréis tocado<br>ellos, ellas, Uds. habrán tocado<br>vos habrás tocado	futuro perfecto
tocar (condicional perfecto)	yo habría tocado<br>tú habrías tocado<br>él, ella, Ud. habría tocado<br>nosotros habríamos tocado<br>vosotros habríais tocado<br>ellos, ellas, Uds. habrían tocado<br>vos habrías tocado	condicional perfecto
tocar (subjuntivo presente)	yo toque<br>tú toques<br>él, ella, Ud. toque<br>nosotros toquemos<br>vosotros toquéis<br>ellos, ellas, Uds. toquen<br>vos toques, *toqués	subjuntivo presente
tocar (subjuntivo imperfecto)	yo tocara o tocase<br>tú tocaras o tocases<br>él, ella, Ud. tocara o tocase<br>nosotros tocáramos o tocásemos<br>vosotros tocarais o tocaseis<br>ellos, ellas, Uds. tocaran o tocasen<br>vos tocaras o tocases	subjuntivo imperfecto
tocar (subjuntivo futuro)	yo tocare<br>tú tocares<br>él, ella, Ud. tocare<br>nosotros tocáremos<br>vosotros tocareis<br>ellos, ellas, Uds. tocaren<br>vos tocares	subjuntivo futuro
tocar (subjuntivo pretérito perfecto)	yo haya tocado<br>tú hayas tocado<br>él, ella, Ud. haya tocado<br>nosotros hayamos tocado<br>vosotros hayáis tocado<br>ellos, ellas, Uds. hayan tocado<br>vos hayas tocado	subjuntivo pretérito perfecto
tocar (subjuntivo pluscuamperfecto)	yo hubiera o hubiese tocado<br>tú hubieras o hubieses tocado<br>él, ella, Ud. hubiera o hubiese tocado<br>nosotros hubiéramos o hubiésemos tocado<br>vosotros hubierais o hubieseis tocado<br>ellos, ellas, Uds. hubieran o hubiesen tocado<br>vos hubieras o hubieses tocado	subjuntivo pluscuamperfecto
tocar (subjuntivo futuro perfecto)	yo hubiere tocado<br>tú hubieres tocado<br>él, ella, Ud. hubiere tocado<br>nosotros hubiéremos tocado<br>vosotros hubiereis tocado<br>ellos, ellas, Uds. hubieren tocado<br>vos hubieres tocado	subjuntivo futuro perfecto
tocar (imperativo afirmativo)	yo –<br>tú ¡toca!<br>él, ella, Ud. ¡toque!<br>nosotros ¡toquemos!<br>vosotros ¡tocad!<br>ellos, ellas, Uds. ¡toquen!<br>vos ¡tocá!	imperativo afirmativo
tocar (imperativo negativo)	yo –<br>tú ¡no toques!<br>él, ella, Ud. ¡no toque!<br>nosotros ¡no toquemos!<br>vosotros ¡no toquéis!<br>ellos, ellas, Uds. ¡no toquen!<br>vos ¡no toques, *toqués!	imperativo negativo
reconocer (presente)	yo reconozco<br>tú reconoces<br>él, ella, Ud. reconoce<br>nosotros reconocemos<br>vosotros reconocéis<br>ellos, ellas, Uds. reconocen<br>vos reconocés	presente
reconocer (imperfecto)	yo reconocía<br>tú reconocías<br>él, ella, Ud. reconocía<br>nosotros reconocíamos<br>vosotros reconocíais<br>ellos, ellas, Uds. reconocían<br>vos reconocías	imperfecto
reconocer (pretérito)	yo reconocí<br>tú reconociste<br>él, ella, Ud. reconoció<br>nosotros reconocimos<br>vosotros reconocisteis<br>ellos, ellas, Uds. reconocieron<br>vos reconociste	pretérito
reconocer (futuro)	yo reconoceré<br>tú reconocerás<br>él, ella, Ud. reconocerá<br>nosotros reconoceremos<br>vosotros reconoceréis<br>ellos, ellas, Uds. reconocerán<br>vos reconocerás	futuro
reconocer (condicional)	yo reconocería<br>tú reconocerías<br>él, ella, Ud. reconocería<br>nosotros reconoceríamos<br>vosotros reconoceríais<br>ellos, ellas, Uds. reconocerían<br>vos reconocerías	condicional
reconocer (pretérito anterior)	yo hube reconocido<br>tú hubiste reconocido<br>él, ella, Ud. hubo reconocido<br>nosotros hubimos reconocido<br>vosotros hubisteis reconocido<br>ellos, ellas, Uds. hubieron reconocido<br>vos hubiste reconocido	pretérito anterior
reconocer (pretérito perfecto)	yo he reconocido<br>tú has reconocido<br>él, ella, Ud. ha reconocido<br>nosotros hemos reconocido<br>vosotros habéis reconocido<br>ellos, ellas, Uds. han reconocido<br>vos has reconocido	pretérito perfecto
reconocer (pluscuamperfecto)	yo había reconocido<br>tú habías reconocido<br>él, ella, Ud. había reconocido<br>nosotros habíamos reconocido<br>vosotros habíais reconocido<br>ellos, ellas, Uds. habían reconocido<br>vos habías reconocido	pluscuamperfecto
reconocer (futuro perfecto)	yo habré reconocido<br>tú habrás reconocido<br>él, ella, Ud. habrá reconocido<br>nosotros habremos reconocido<br>vosotros habréis reconocido<br>ellos, ellas, Uds. habrán reconocido<br>vos habrás reconocido	futuro perfecto
